"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"B0V2N1","Receptor-type tyrosine-protein phosphatase S","Ptprs",41948.4818947783,42508.5341610417,46824.8848131756,34709.0245579782,39399.7980369002,41661.5395916826,44311.4603618013,42474.7715184615,36223.2302610222,42180.3394074687,43021.9806821477,41523.5318626316,38374.3958305314,42720.337048683,43324.7022307536,52387.5507125073
"B1AR13","CDGSH iron-sulfur domain-containing protein 3, mitochondrial","Cisd3",53261.3512969717,47912.1286286987,44698.3932705695,43883.5958742547,46959.8602015036,45140.7390076954,43155.2172955609,42396.8810750398,48034.7765937159,42071.3000568849,43960.7097093411,41884.2005032954,44614.9014856205,40016.784568626,40956.2154450759,45221.9245159586
"B1ARW8","Uncharacterized protein C1orf122 homolog","",8387.40576850613,5907.10511681556,7133.49955505024,7644.56467275663,7650.15775083163,7836.97718287254,7231.40697698836,6101.38076001587,7655.43908661998,7282.21006613644,9163.13078577472,6097.5800151148,9419.23085939551,7688.55610452012,9589.50555326905,6994.79562441673
"B1AVH7","TBC1 domain family member 2A","Tbc1d2",23576.9317576903,20019.3254264318,23813.0718833647,23369.6076835751,20064.9797158563,21240.2448040336,22646.9606894016,24404.1886446321,21485.8123701147,23402.5706190443,23597.4355146535,22979.1525885004,19401.4682910318,24334.602235377,19588.5423034586,22117.9661759182
"B1AVY7","Kinesin-like protein KIF16B","Kif16b",23074.0648408635,23183.6621008633,26227.3664629871,24779.543523035,23139.2483608456,22380.3516895885,25132.2414731138,22800.7582307658,22715.71778125,24779.1924201646,24438.2783033492,25433.3575916381,23846.8643535918,24658.0817636329,24961.1352584863,21915.5191156041
"B1AVZ0","Uracil phosphoribosyltransferase homolog","Uprt",50311.7804876446,52068.5415406352,57701.1623748409,54881.3057033002,46169.1532454878,50907.6458550987,57560.3668202244,55273.2840932635,50506.1358236028,56163.7842499123,56167.123650011,55469.3859682992,53477.1242273052,55389.5135862265,54207.6727223963,58788.376903425
"B1AXD8","Akirin-2","Akirin2",3056.79823335769,3331.95903207025,3361.55854878931,3537.03601432957,3368.32117786939,3264.77362742503,2937.01537193168,2649.72166747553,3089.77641746177,3610.31001841799,3280.55930142168,3387.27970084002,4080.66026736716,3066.65601612389,3861.79009566628,3716.77800556174
"B1AXP6","Mitochondrial import receptor subunit TOM5 homolog","Tomm5",150445.564357391,153462.598245739,159697.220074667,161222.641031152,139733.733267107,156349.869141127,154587.031981719,156392.883184527,151102.664796622,160458.219343447,143550.168756956,152496.505135845,140647.074652848,158776.726714633,138991.453834675,159808.210326935
"B1AY10","Transcriptional repressor NF-X1","Nfx1",32447.4605378114,33320.877473187,26441.5454672784,26186.3251436146,27446.1161921269,30726.1481964302,27967.0611513172,25395.622717328,24165.0429370948,21161.3008425917,24874.8509270491,24452.9192753508,22430.7752479734,20172.3236441608,21894.6740230165,21703.0746695955
"B1AY13","Ubiquitin carboxyl-terminal hydrolase 24","Usp24",62091.5198256338,63187.5258648794,58507.2021097405,59903.8735669093,63505.0643817239,60124.8480002894,56927.4446977136,61330.9351502295,57886.3931766728,55532.5486344234,61025.2176666545,61259.7758975772,59156.7176542778,56442.3561700619,58135.0361610678,52358.8082286355
"B1AZA5","Transmembrane protein 245","Tmem245",30433.8112352901,26890.4196791774,26598.3550954202,25759.454188491,26606.6113211113,23340.6107284081,26490.9011307968,25333.3103625907,27019.149390836,20953.4445805414,20287.9017910444,24183.4541989928,27580.8827686086,22350.7697897321,21302.3008948789,18868.8158251985
"B1AZI6","THO complex subunit 2","Thoc2",156783.214654059,160342.711373371,179527.901096991,194257.826770025,149240.290041148,153780.614187764,186489.861589086,201647.230812522,177853.726153508,194550.053799408,209368.875522845,213395.612392758,173359.018686469,195919.890975338,198530.484710311,200922.458995657
"B1AZP2","Disks large-associated protein 4","Dlgap4",74842.0868338526,77487.5962026299,70809.1086687195,78051.1461911279,72966.4379011355,74675.3952195034,69061.5788061918,75473.6142343656,67950.0055280146,65752.4321418737,70489.8380670023,72116.109262386,71126.3370009611,68052.5536557543,67391.7462992325,66242.677611903
"B2B9E1","Triple QxxK/R motif-containing protein","Triqk",27644.590614192,27887.6495594746,25767.4552975224,24846.8335258131,27147.9067115724,27905.3203622168,26855.2509953935,28141.8172082524,23665.161864561,27759.033422837,20629.5247634016,26121.5299404909,22360.3041021659,28269.8315100125,20461.5132291351,31191.8433669088
"B2RPU2","Pleckstrin homology domain-containing family D member 1","Plekhd1",45923.4212546851,44598.3363132924,48190.2759655323,51742.857917478,46021.8558353957,45701.6930058464,49878.4103254762,50717.8058737156,43960.6633639391,43533.1088506487,41544.8773432166,43430.5154799346,44363.4909113884,42275.0047984013,42711.208838285,41048.0159884957
"B2RQC6","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase","Cad",870919.685604586,856445.243320378,955783.368212416,1210484.0656004,863162.823139595,860507.715255193,968321.477541086,1227775.93244971,928409.483724193,950942.398880284,1001278.33359352,989423.940179672,900287.933946532,906443.989746743,914235.899271599,892291.666700328
"B2RQE8","Rho GTPase-activating protein 42","Arhgap42",8750.10262283351,7005.86213758386,7264.20583692015,6901.11569339355,7855.10881733383,8806.97756188389,7658.06127012672,7007.46948712642,8119.85005004666,7597.40193891769,7546.53955698431,7966.52790411969,7532.31794276325,7639.0260412506,8202.20551192978,8526.02057696916
"B2RR83","Probable ATP-dependent RNA helicase YTHDC2","Ythdc2",46972.7877926187,47837.4008082113,50225.9326625684,49398.2218831786,47547.2425116867,48568.5533246409,47304.2637211306,49508.278559439,46761.9770971486,50619.8147686681,43027.8538564576,51719.6757903633,42920.7370478968,51112.395379288,43690.7868124889,48563.5506843526
"B2RRD7","","Brpf1;Brpf3",6853.17080426113,6774.33448350004,8911.56784654995,8477.06848390611,7279.38369859655,7103.88278921646,8651.67969175692,8289.88000203334,6782.70942533149,8136.12481315738,6025.77886009118,8417.985142588,7444.60984261705,7308.7089055671,6634.37798798266,7604.01131517666
"B2RRE7","OTU domain-containing protein 4","Otud4",88950.7217627861,85507.9527980436,95148.0665001208,113572.90781391,85944.8759609053,87556.9972419285,97631.9401398086,108733.946296043,91768.5962366206,101619.563524527,87817.6600058747,111869.462854173,87708.0071469114,106160.8966715,79833.593443869,101038.578521687
"B2RSH2","Guanine nucleotide-binding protein G(i) subunit alpha-1","Gnai1",20560.8210743363,19412.4839876463,23682.0784744902,23862.7172351834,21364.4501189999,19059.5896623665,24528.9412908142,25792.8639787786,32437.8272216528,35097.040969155,34462.8079879041,39465.2332409123,35431.7493366774,41282.6502564348,37730.849363688,39082.2800263103
"B2RU80","Receptor-type tyrosine-protein phosphatase beta","Ptprb",13366.8789561736,10763.2546337957,22446.7245747388,38179.7167325174,13892.9471334703,11288.6639513399,23216.689339462,35621.5252179741,13965.3243531325,15530.4406288511,11298.0296474107,12199.5131300396,13799.9645121161,13574.7438890022,9702.34732268423,14007.5870312372
"B2RUJ5","Amyloid beta A4 precursor protein-binding family A member 1","Apba1",17986.4915218171,19424.0796839288,8499.65591254622,7086.26793095708,17979.3206821598,21379.4127806741,9857.09595015243,7760.00222531362,8157.46534675724,8641.36853376476,7582.36601586652,8713.15283919133,7853.15249074083,8953.98347318494,7169.12267165664,8879.67809591287
"B2RUR8","OTU domain-containing protein 7B","Otud7b",36462.7601491771,34781.9352047853,40153.7825232645,41207.7668575318,36070.6958358007,37650.2902957442,39127.6208248569,41027.1219914386,34486.8446872866,37175.6035896583,32177.1643189816,33954.6724293907,35389.8475743053,38206.5265039964,32513.1383470867,36927.8434091408
"B2RVL6","Zinc finger CCHC domain-containing protein 24","Zcchc24",28937.2094784866,26802.8077517094,36741.2607986418,29278.5110525269,29447.7343722126,30660.8462996989,35135.5706824061,33561.8793497809,32129.319761046,37696.0961147106,32968.0851260434,36457.5884271008,31488.2221098005,38196.8834828289,34351.6070707465,40375.6918005391
"B2RWS6","Histone acetyltransferase p300","Ep300",23180.9649663495,24671.7764571208,24040.6370754242,28632.9475883746,23489.8704167703,22771.0925470792,26227.2658629179,27318.4039492232,29003.0008420636,28998.5041658011,33309.7080984006,30062.9748842969,27920.8584314907,28540.712740991,32905.3718275174,28796.2198198589
"B2RX14","Terminal uridylyltransferase 4","Zcchc11",30189.4680913222,30280.2282257691,15121.6113967241,16987.5714825898,28109.4063700876,28792.7838440244,17484.8439086119,23350.4422171988,19000.4300738366,16582.4999879993,23008.160358897,12898.0495202908,17352.091185927,17299.5799745283,22442.7951687466,19588.6275952041
"B2RXC1","Trafficking protein particle complex subunit 11","Trappc11",159782.963073308,161914.572425002,181631.444889137,183659.651332474,167187.078779975,165331.556248926,180545.725586723,174107.395459857,171353.622438051,187411.383815876,167052.654620266,189610.137383463,180644.211462515,192737.693990057,169384.519933691,189600.41969661
"B2RXR6","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B","Ankrd44",206459.048476823,205411.317591455,192206.533226018,217946.010560502,210698.552988157,214254.452652552,200974.990352319,213642.35909946,220335.368456303,208537.757991484,233037.767991602,204824.550156293,221565.091669928,219817.050705025,226831.638913695,213706.615952527
"B2RXS4","Plexin-B2","Plxnb2",1230005.9336528,1231127.95842275,1359462.98348797,1262423.53649474,1260612.80416229,1271245.9404662,1337924.29953519,1254369.95527511,1359000.11056029,1257785.94638246,1563536.88752462,1286488.4587816,1405137.50863483,1241319.81574602,1581002.64419761,1217144.2181117
"B2RXV4","Feline leukemia virus subgroup C receptor-related protein 1","Flvcr1",7810.79947492096,6689.81461588605,8952.9692262552,9308.41513207447,7716.39622562135,7745.340318326,9126.51977904338,9919.23713234519,10038.0408773343,7670.8332929573,10895.717207185,9122.01427235764,8572.81451548611,9415.09521264992,10515.8801830345,9115.86633294596
"B2RY04","Dedicator of cytokinesis protein 5","Dock5",171541.976876764,177040.514020208,185752.478409206,175332.513488684,170883.069008666,170159.614515455,177307.060123642,172293.660848752,162981.026916238,163167.165709513,140251.402519581,165493.01304942,164035.876558692,162239.44795206,131408.273213015,163169.831266718
"B2RY56","RNA-binding protein 25","Rbm25",292764.537542635,284661.459629029,302078.450114893,374752.745159341,286931.740199004,300763.407978088,321595.530891965,383042.946335407,343400.14933308,363186.224436639,398661.283529801,392848.989205804,349822.577039592,350383.557313226,391871.418756461,356544.26406301
"B7ZMP1","Probable Xaa-Pro aminopeptidase 3","Xpnpep3",12730.9322912929,11866.1341913337,13053.4453865367,13228.7939836569,11988.9247833843,14388.8982617315,12936.8886881993,13251.3898672681,13660.9413238173,12756.7521483761,16587.8019758293,13680.5346458689,12519.1038214256,11544.4496140956,18627.0674129669,14078.8184043107
"B7ZNG0","Kinesin-like protein KIF7","Kif7",10170.3466145213,10787.0902317098,10957.5508445437,13169.9152312261,8866.49096545704,12339.9174364243,12198.3149789356,11988.4519632166,10443.0600301628,13106.0188182148,11759.0738307351,13687.7894748478,11865.8172535344,14528.5263462986,12713.3934003193,14868.6118741779
"B8ZXI1","Queuine tRNA-ribosyltransferase subunit QTRTD1","Qtrtd1",12814.9252470318,10749.5967254682,12178.5624002576,13052.1577263644,12281.7122733833,12080.8508952935,12290.1429935901,12713.9458076585,11420.5502462563,10104.8810673815,12821.1395184358,10143.7022831012,12706.7094393186,11112.2669381332,10171.9215925029,10452.6414015095
"B9EJ80","","Pdzd8",50603.0287887135,55502.1560509609,58220.3552289933,55472.1960401954,51593.8547963023,57010.6968922337,56697.380962074,62296.7766486583,59272.2020906281,56838.4652316495,58434.168933619,52217.1497774858,55033.2033117575,54031.6008781823,58255.7233858157,56271.5350548291
"B9EJ86","Oxysterol-binding protein","Osbpl8",220257.891205368,212639.301607563,217123.96560026,214760.249491477,217954.983681651,217594.484091924,216941.216126108,221108.714461738,243341.446200477,210437.427927436,269803.839171358,221469.2006421,254410.359492914,209271.092100911,269927.035417428,202859.45247397
"B9EJR8","Dynein assembly factor 5, axonemal","Dnaaf5",62889.9983139575,59047.8622920177,57424.8332130544,59097.4449398655,61106.7372259915,60605.5127811478,58499.3823249166,60517.5363767831,59551.838532194,55263.3577376697,56524.4084205278,60294.8836433875,55998.8484718766,56504.5974885068,52311.8775669812,54991.8696859303
"B9EKI3","TATA element modulatory factor","Tmf1",144882.394561693,149764.859542311,151445.591471839,162978.489541143,143601.41986339,149519.93305677,157450.486202127,160843.765665766,157479.035573332,154938.102220143,146183.308572545,148941.638936198,156541.174970785,156821.82333249,140620.731368772,156034.197227253
"B9EKR1","Receptor-type tyrosine-protein phosphatase zeta","Ptprz1",31885.6894702066,31028.7948413411,26550.5472819623,32921.633859185,31592.1316369273,30952.0285277467,29621.9402111113,30579.7880873509,27415.9196810815,28896.2797746288,27419.8931279907,18285.2782391716,27155.19895542,30220.3517007151,27412.0916477418,28759.9792967163
"C0HK80","","",41086.7359852486,43209.4295807855,41660.6848034565,50528.483648592,43309.0532274422,43420.4087118392,41230.7785798458,51662.5056803586,43356.0217366003,36940.487489962,43316.6182600259,39634.1671157059,44302.5428933927,37442.9745551865,43506.7387947484,37647.6551791464
"C0HKD9","","",115310.329235932,120957.284744423,124214.260926236,146029.820091409,119816.954626436,123377.763906299,126801.652063697,150462.082278276,153544.32812121,151104.687551182,178564.076267602,148361.252617889,151160.607757104,149212.60299303,183424.467079364,156409.099190797
"C0HKE9","Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 1-F;Histone H2A type 3","Hist1h2ah;H2afj;Hist1h2ak;Hist1h2af;Hist3h2a",93832.1305541095,105993.682897173,93665.0681266577,156091.778319322,102186.448670016,109439.555784303,112731.230463419,164215.309145304,175420.311691503,212524.509247203,243531.172758561,197942.826667765,169406.920644561,187644.425537031,274161.145552334,227053.125854714
"C0HKG6","","",71346.0164034188,71224.6317993679,71023.2876730107,78287.7126071446,73282.7206835418,76658.0036251821,78715.369120993,75879.7572607786,80700.2724226613,68926.4994877735,93591.9692148572,75194.2295577065,78298.2045560468,69182.5404089298,87549.530012752,73475.7861618897
"D3YVF0","A-kinase anchor protein 5","Akap5",202510.288739484,208155.632378319,117110.019846397,233075.747122641,207987.557710389,214147.400362828,141671.866049675,262947.009785383,59942.0097323731,62037.4273926872,67941.8592789058,56876.8227902,60679.4657913887,62344.7617628712,64122.128235437,56515.2213311331
"D3YWE6","","Mn1",7544.85835538476,6131.93278362675,8671.38120498835,9333.96409965148,6821.3159514115,7269.27857683922,10470.3684666208,11967.3102714307,10329.2257265165,10093.8067583378,12366.9473718062,10317.0924932735,10400.2078832945,12437.744029523,12500.1793032647,12874.1334281208
"D3YXG0","","Hmcn1",470022.398680077,467242.139650888,653446.75590485,506483.439660404,471189.052577993,489100.501288588,670650.600359629,538222.964043797,948041.776671893,1258382.25533096,1078314.80329125,1326908.2202353,1119919.83067066,1373253.87808344,1266612.42372931,1416504.58559259
"D3YXJ0","Diacylglycerol kinase","Dgkh",28576.1488505697,26618.5650218871,33715.0262067586,38551.9145603837,29541.7155418419,27994.1737626873,32119.0697709079,38210.8261014347,32504.6430085756,37271.0130214191,27829.0576049114,39982.3989066917,31733.9188073456,36732.020903654,26402.3418673509,38523.6761006289
"D3YXK2","Scaffold attachment factor B1","Safb",296778.746336393,289480.115639767,338622.742722089,375288.962368979,310174.006380404,303054.32697817,354525.25442665,377123.27263536,407931.001320413,375921.679836854,498524.824045209,390164.702483622,411799.092838951,358518.76062546,515726.683154003,370890.512534649
